GENDER HEIGHT_CM HAND_LNTH
F 160.02 179
F 149.86 158
F 154.94 170
F 165.1 178
F 162.56 177
F 154.94 175
F 149.86 152
F 162.56 181
F 157.48 193
F 167.64 180
F 165.1 192
F 152.4 172
F 154.94 159
F 157.48 174
F 157.48 172
F 154.94 158
F 157.48 175
F 162.56 174
F 167.64 168
F 162.56 181
F 160.02 178
F 152.4 160
F 170.18 175
F 162.56 174
F 175.26 190
F 160.02 176
F 160.02 175
F 154.94 182
F 160.02 189
F 170.18 177
F 172.72 184
F 162.56 172
F 170.18 194
F 165.1 201
F 154.94 168
F 162.56 186
F 152.4 167
F 149.86 168
F 165.1 187
F 165.1 189
F 162.56 164
F 167.64 183
F 165.1 180
F 157.48 174
F 152.4 170
F 167.64 192
F 175.26 172
F 167.64 169
F 170.18 201
F 160.02 186
F 160.02 184
F 154.94 175
F 154.94 174
F 165.1 192
F 167.64 175
F 157.48 173
F 162.56 166
F 160.02 178
F 160.02 186
F 160.02 182
F 165.1 180
F 147.32 174
F 165.1 194
F 170.18 182
F 165.1 190
F 165.1 189
F 172.72 189
F 162.56 164
F 172.72 189
F 170.18 172
F 154.94 176
F 160.02 185
F 167.64 172
F 170.18 176
F 165.1 187
F 180.34 208
F 167.64 186
F 172.72 180
F 167.64 176
F 165.1 183
F 167.64 180
F 152.4 167
F 165.1 176
F 175.26 195
F 170.18 183
F 162.56 179
F 172.72 200
F 149.86 166
F 165.1 167
F 157.48 181
F 162.56 173
F 162.56 177
F 162.56 187
F 162.56 177
F 167.64 178
F 165.1 193
F 157.48 171
F 154.94 181
F 160.02 175
F 154.94 176
F 160.02 166
F 154.94 160
F 165.1 180
F 167.64 198
F 154.94 166
F 172.72 185
F 162.56 172
F 175.26 188
F 167.64 178
F 165.1 177
F 165.1 171
F 165.1 177
F 157.48 185
F 172.72 176
F 175.26 186
F 170.18 185
F 157.48 168
F 154.94 167
F 167.64 182
F 157.48 181
F 157.48 179
F 167.64 186
F 170.18 187
F 157.48 173
F 160.02 186
F 165.1 177
F 157.48 171
F 160.02 166
F 175.26 190
F 162.56 173
F 167.64 171
F 152.4 182
F 175.26 180
F 160.02 189
F 160.02 172
F 172.72 187
F 167.64 186
F 170.18 190
F 165.1 198
F 157.48 178
F 167.64 172
F 167.64 178
F 157.48 170
F 162.56 184
F 162.56 182
F 170.18 189
F 175.26 185
F 175.26 198
F 175.26 207
F 162.56 175
F 167.64 179
F 165.1 184
F 162.56 174
F 152.4 174
F 165.1 176
F 157.48 177
F 165.1 183
F 160.02 176
F 165.1 185
F 160.02 170
F 157.48 177
F 157.48 174
F 167.64 174
F 172.72 179
F 149.86 172
F 162.56 169
F 172.72 207
F 162.56 180
F 182.88 192
F 160.02 176
F 157.48 170
F 162.56 190
F 165.1 166
F 154.94 173
F 160.02 183
F 167.64 176
F 162.56 176
F 175.26 184
F 160.02 183
F 170.18 188
F 157.48 166
F 185.42 215
F 170.18 178
F 177.8 189
F 170.18 184
F 170.18 189
F 170.18 190
F 167.64 174
F 157.48 183
F 157.48 173
F 172.72 190
F 162.56 180
F 172.72 200
F 177.8 188
F 167.64 179
F 162.56 182
F 157.48 176
F 160.02 170
F 160.02 190
F 167.64 190
F 162.56 193
F 162.56 186
F 162.56 200
F 165.1 191
F 170.18 187
F 165.1 191
F 160.02 169
F 157.48 193
F 175.26 195
F 177.8 156
F 162.56 168
F 162.56 170
F 167.64 175
F 157.48 183
F 165.1 179
F 157.48 168
F 167.64 181
F 157.48 175
F 160.02 163
F 165.1 178
F 154.94 179
F 157.48 182
F 167.64 182
F 162.56 183
F 162.56 168
F 172.72 185
F 162.56 182
F 165.1 187
F 175.26 202
F 165.1 167
F 160.02 179
F 167.64 175
F 162.56 180
F 152.4 178
F 162.56 181
F 170.18 188
F 154.94 171
F 154.94 187
F 175.26 186
F 162.56 180
F 165.1 172
F 167.64 173
F 175.26 181
F 165.1 183
F 157.48 170
F 167.64 176
F 175.26 178
F 154.94 182
F 154.94 175
F 162.56 174
F 167.64 187
F 180.34 203
F 160.02 177
F 165.1 178
F 167.64 174
F 170.18 183
F 160.02 169
F 170.18 178
F 160.02 182
F 165.1 190
F 157.48 164
F 160.02 162
F 160.02 176
F 152.4 169
F 167.64 179
F 160.02 183
F 162.56 184
F 154.94 172
F 175.26 193
F 160.02 178
F 165.1 184
F 149.86 155
F 152.4 170
F 167.64 169
F 162.56 172
F 162.56 177
F 157.48 171
F 170.18 181
F 165.1 188
F 172.72 182
F 160.02 175
F 162.56 185
F 157.48 182
F 170.18 180
F 170.18 182
F 162.56 184
F 172.72 189
F 165.1 191
F 170.18 186
F 167.64 198
F 162.56 177
F 162.56 187
F 167.64 186
F 162.56 176
F 170.18 192
F 167.64 177
F 170.18 185
F 160.02 187
F 157.48 180
F 157.48 180
F 165.1 179
F 160.02 184
F 167.64 177
F 165.1 169
F 162.56 169
F 157.48 171
F 162.56 174
F 170.18 191
F 165.1 176
F 167.64 171
F 167.64 183
F 144.78 161
F 165.1 179
F 162.56 185
F 162.56 170
F 160.02 181
F 167.64 184
F 165.1 184
F 162.56 178
F 170.18 181
F 170.18 179
F 170.18 177
F 170.18 183
F 162.56 184
F 167.64 176
F 167.64 182
F 162.56 177
F 160.02 181
F 165.1 174
F 167.64 190
F 154.94 171
F 162.56 176
F 147.32 174
F 172.72 205
F 154.94 162
F 162.56 166
F 160.02 183
F 165.1 173
F 167.64 184
F 160.02 176
F 162.56 180
F 157.48 170
F 157.48 181
F 167.64 183
F 172.72 202
F 162.56 184
F 172.72 200
F 167.64 187
F 160.02 205
F 167.64 180
F 170.18 200
F 172.72 194
F 154.94 165
F 172.72 194
F 162.56 182
F 157.48 178
F 160.02 168
F 165.1 186
F 160.02 176
F 170.18 182
F 154.94 170
F 172.72 188
F 157.48 172
F 167.64 193
F 154.94 179
F 162.56 183
F 170.18 197
F 170.18 190
F 170.18 185
F 170.18 198
F 162.56 193
F 167.64 185
F 167.64 177
F 170.18 200
F 165.1 185
F 157.48 172
F 167.64 193
F 167.64 195
F 157.48 166
F 152.4 165
F 172.72 187
F 170.18 181
F 172.72 185
F 157.48 183
F 167.64 187
F 157.48 181
F 170.18 191
F 167.64 180
F 157.48 178
F 162.56 187
F 147.32 166
F 165.1 191
F 167.64 192
F 167.64 193
F 162.56 184
F 157.48 178
F 157.48 184
F 162.56 173
F 160.02 182
F 170.18 183
F 162.56 181
F 167.64 177
F 170.18 184
F 167.64 190
F 165.1 190
F 160.02 173
F 165.1 183
F 170.18 189
F 162.56 193
F 167.64 190
F 149.86 166
F 157.48 176
F 172.72 195
F 165.1 180
F 170.18 184
F 162.56 185
F 172.72 184
F 160.02 176
F 165.1 189
F 170.18 184
F 160.02 167
F 165.1 179
F 157.48 168
F 167.64 177
F 157.48 159
F 165.1 185
F 170.18 191
F 180.34 205
F 167.64 191
F 167.64 191
F 172.72 193
F 162.56 171
F 167.64 172
F 165.1 186
F 167.64 182
F 175.26 201
F 157.48 181
F 162.56 172
F 177.8 199
F 157.48 175
F 165.1 182
F 157.48 173
F 175.26 187
F 160.02 184
F 165.1 177
F 162.56 179
F 162.56 186
F 167.64 188
F 170.18 180
F 154.94 183
F 167.64 191
F 162.56 173
F 172.72 188
F 165.1 191
F 160.02 189
F 170.18 196
F 157.48 183
F 157.48 185
F 162.56 193
F 175.26 201
F 162.56 185
F 167.64 179
F 165.1 188
F 160.02 184
F 165.1 191
F 175.26 199
F 167.64 176
F 167.64 184
F 162.56 189
F 162.56 179
F 157.48 176
F 160.02 186
F 172.72 197
F 160.02 181
F 165.1 194
F 167.64 181
F 172.72 191
F 160.02 181
F 160.02 176
F 152.4 169
F 162.56 186
F 170.18 185
F 162.56 178
F 170.18 184
F 160.02 181
F 160.02 178
F 162.56 197
F 157.48 185
F 187.96 181
